gene,accession,condition
Ube2g1,Acc3,Obesity/GLP-1R
Ube2j1,Acc3,Obesity/GLP-1R
Ube2q2,Acc3,Obesity/GLP-1R
Ube2v2,Acc3,Obesity/GLP-1R
Ube2w,Acc3,Obesity/GLP-1R
Ube3a,Acc3,Obesity/GLP-1R
Ube4a,Acc3,Obesity/GLP-1R
Ubl7,Acc3,Obesity/GLP-1R
Ubn2,Acc3,Obesity/GLP-1R
Ubqln2,Acc3,Obesity/GLP-1R
Ubr1,Acc3,Obesity/GLP-1R
Ubr3,Acc3,Obesity/GLP-1R
Ubxn11,Acc3,Obesity/GLP-1R
Ubxn2a,Acc3,Obesity/GLP-1R
Ubxn6,Acc3,Obesity/GLP-1R
Ubxn8,Acc3,Obesity/GLP-1R
Uchl5,Acc3,Obesity/GLP-1R
Ucp2,Acc3,Obesity/GLP-1R
Ucp3,Acc3,Obesity/GLP-1R
Uevld,Acc3,Obesity/GLP-1R
Ufsp1,Acc3,Obesity/GLP-1R
Ugcg,Acc3,Obesity/GLP-1R
Ugp2,Acc3,Obesity/GLP-1R
Ugt8a,Acc3,Obesity/GLP-1R
Uhmk1,Acc3,Obesity/GLP-1R
Ulk2,Acc3,Obesity/GLP-1R
Unc13c,Acc3,Obesity/GLP-1R
Unc50,Acc3,Obesity/GLP-1R
Unc5b,Acc3,Obesity/GLP-1R
Unc5c,Acc3,Obesity/GLP-1R
Unc79,Acc3,Obesity/GLP-1R
Unc80,Acc3,Obesity/GLP-1R
Unc93b1,Acc3,Obesity/GLP-1R
Upf3a,Acc3,Obesity/GLP-1R
Upf3b,Acc3,Obesity/GLP-1R
Upp1,Acc3,Obesity/GLP-1R
Uqcc2,Acc3,Obesity/GLP-1R
Uqcc5,Acc3,Obesity/GLP-1R
Uqcr10,Acc3,Obesity/GLP-1R
Uqcr11,Acc3,Obesity/GLP-1R
Uqcrq,Acc3,Obesity/GLP-1R
Urb2,Acc3,Obesity/GLP-1R
Use1,Acc3,Obesity/GLP-1R
Usf2,Acc3,Obesity/GLP-1R
Usp14,Acc3,Obesity/GLP-1R
Usp2,Acc3,Obesity/GLP-1R
Usp25,Acc3,Obesity/GLP-1R
Usp29,Acc3,Obesity/GLP-1R
Usp32,Acc3,Obesity/GLP-1R
Usp38,Acc3,Obesity/GLP-1R
Usp45,Acc3,Obesity/GLP-1R
Usp53,Acc3,Obesity/GLP-1R
Usp8,Acc3,Obesity/GLP-1R
Usp9x,Acc3,Obesity/GLP-1R
Utrn,Acc3,Obesity/GLP-1R
Vamp3,Acc3,Obesity/GLP-1R
Vapa,Acc3,Obesity/GLP-1R
Vbp1,Acc3,Obesity/GLP-1R
Vcpip1,Acc3,Obesity/GLP-1R
Vegfa,Acc3,Obesity/GLP-1R
Vegfb,Acc3,Obesity/GLP-1R
Vgll4,Acc3,Obesity/GLP-1R
Vim,Acc3,Obesity/GLP-1R
Vldlr,Acc3,Obesity/GLP-1R
Vmac,Acc3,Obesity/GLP-1R
Vps13a,Acc3,Obesity/GLP-1R
Vps13b,Acc3,Obesity/GLP-1R
Vps13c,Acc3,Obesity/GLP-1R
Vps13d,Acc3,Obesity/GLP-1R
Vps33a,Acc3,Obesity/GLP-1R
Vps35,Acc3,Obesity/GLP-1R
Vps37a,Acc3,Obesity/GLP-1R
Vps54,Acc3,Obesity/GLP-1R
Vsnl1,Acc3,Obesity/GLP-1R
Vstm2a,Acc3,Obesity/GLP-1R
Vta1,Acc3,Obesity/GLP-1R
Vti1b,Acc3,Obesity/GLP-1R
Vtn,Acc3,Obesity/GLP-1R
Vwa1,Acc3,Obesity/GLP-1R
Vwa5a,Acc3,Obesity/GLP-1R
Vwa8,Acc3,Obesity/GLP-1R
Vwc2l,Acc3,Obesity/GLP-1R
Wapl,Acc3,Obesity/GLP-1R
Wars2,Acc3,Obesity/GLP-1R
Washc4,Acc3,Obesity/GLP-1R
Wasl,Acc3,Obesity/GLP-1R
Wdfy3,Acc3,Obesity/GLP-1R
Wdr26,Acc3,Obesity/GLP-1R
Wdr37,Acc3,Obesity/GLP-1R
Wdr44,Acc3,Obesity/GLP-1R
Wdr54,Acc3,Obesity/GLP-1R
Wdr7,Acc3,Obesity/GLP-1R
Wdr77,Acc3,Obesity/GLP-1R
Wdr83os,Acc3,Obesity/GLP-1R
Wfs1,Acc3,Obesity/GLP-1R
Whrn,Acc3,Obesity/GLP-1R
Wiz,Acc3,Obesity/GLP-1R
Wnk1,Acc3,Obesity/GLP-1R
Wnk2,Acc3,Obesity/GLP-1R
Wnk3,Acc3,Obesity/GLP-1R
Wsb1,Acc3,Obesity/GLP-1R
Wwc2,Acc3,Obesity/GLP-1R
Wwp1,Acc3,Obesity/GLP-1R
Wwp2,Acc3,Obesity/GLP-1R
Wwtr1,Acc3,Obesity/GLP-1R
Xdh,Acc3,Obesity/GLP-1R
Xiap,Acc3,Obesity/GLP-1R
Xk,Acc3,Obesity/GLP-1R
Xkr4,Acc3,Obesity/GLP-1R
Xpc,Acc3,Obesity/GLP-1R
Xpo1,Acc3,Obesity/GLP-1R
Xpo4,Acc3,Obesity/GLP-1R
Xpr1,Acc3,Obesity/GLP-1R
Xrcc2,Acc3,Obesity/GLP-1R
Xrn1,Acc3,Obesity/GLP-1R
Xylt1,Acc3,Obesity/GLP-1R
Yaf2,Acc3,Obesity/GLP-1R
Yipf2,Acc3,Obesity/GLP-1R
Yipf5,Acc3,Obesity/GLP-1R
Yju2b,Acc3,Obesity/GLP-1R
Ylpm1,Acc3,Obesity/GLP-1R
Yme1l1,Acc3,Obesity/GLP-1R
Ypel2,Acc3,Obesity/GLP-1R
Ypel5,Acc3,Obesity/GLP-1R
Ythdf3,Acc3,Obesity/GLP-1R
Zap70,Acc3,Obesity/GLP-1R
Zbtb1,Acc3,Obesity/GLP-1R
Zbtb11,Acc3,Obesity/GLP-1R
Zbtb22,Acc3,Obesity/GLP-1R
Zbtb26,Acc3,Obesity/GLP-1R
Zbtb33,Acc3,Obesity/GLP-1R
Zbtb38,Acc3,Obesity/GLP-1R
Zbtb39,Acc3,Obesity/GLP-1R
Zbtb4,Acc3,Obesity/GLP-1R
Zbtb41,Acc3,Obesity/GLP-1R
Zbtb44,Acc3,Obesity/GLP-1R
Zbtb48,Acc3,Obesity/GLP-1R
Zbtb7a,Acc3,Obesity/GLP-1R
Zc2hc1a,Acc3,Obesity/GLP-1R
Zc3h12b,Acc3,Obesity/GLP-1R
Zc3h12c,Acc3,Obesity/GLP-1R
Zc3h13,Acc3,Obesity/GLP-1R
Zc3h18,Acc3,Obesity/GLP-1R
Zc3h4,Acc3,Obesity/GLP-1R
Zc4h2,Acc3,Obesity/GLP-1R
Zcchc7,Acc3,Obesity/GLP-1R
Zcrb1,Acc3,Obesity/GLP-1R
Zdbf2,Acc3,Obesity/GLP-1R
Zdhhc17,Acc3,Obesity/GLP-1R
Zdhhc2,Acc3,Obesity/GLP-1R
Zdhhc20,Acc3,Obesity/GLP-1R
Zdhhc21,Acc3,Obesity/GLP-1R
Zdhhc5,Acc3,Obesity/GLP-1R
Zeb2,Acc3,Obesity/GLP-1R
Zfand1,Acc3,Obesity/GLP-1R
Zfand2b,Acc3,Obesity/GLP-1R
Zfand4,Acc3,Obesity/GLP-1R
Zfand5,Acc3,Obesity/GLP-1R
Zfand6,Acc3,Obesity/GLP-1R
Zfhx2,Acc3,Obesity/GLP-1R
Zfhx3,Acc3,Obesity/GLP-1R
Zfhx4,Acc3,Obesity/GLP-1R
Zfp11,Acc3,Obesity/GLP-1R
Zfp119a,Acc3,Obesity/GLP-1R
Zfp119b,Acc3,Obesity/GLP-1R
Zfp13,Acc3,Obesity/GLP-1R
Zfp146,Acc3,Obesity/GLP-1R
Zfp148,Acc3,Obesity/GLP-1R
Zfp169,Acc3,Obesity/GLP-1R
Zfp182,Acc3,Obesity/GLP-1R
Zfp189,Acc3,Obesity/GLP-1R
Zfp2,Acc3,Obesity/GLP-1R
Zfp207,Acc3,Obesity/GLP-1R
Zfp248,Acc3,Obesity/GLP-1R
Zfp26,Acc3,Obesity/GLP-1R
Zfp260,Acc3,Obesity/GLP-1R
Zfp266,Acc3,Obesity/GLP-1R
Zfp267,Acc3,Obesity/GLP-1R
Zfp276,Acc3,Obesity/GLP-1R
Zfp277,Acc3,Obesity/GLP-1R
Zfp280c,Acc3,Obesity/GLP-1R
Zfp280d,Acc3,Obesity/GLP-1R
Zfp292,Acc3,Obesity/GLP-1R
Zfp300,Acc3,Obesity/GLP-1R
Zfp322a,Acc3,Obesity/GLP-1R
Zfp326,Acc3,Obesity/GLP-1R
Zfp367,Acc3,Obesity/GLP-1R
Zfp36l1,Acc3,Obesity/GLP-1R
Zfp36l2,Acc3,Obesity/GLP-1R
Zfp386,Acc3,Obesity/GLP-1R
Zfp40,Acc3,Obesity/GLP-1R
Zfp418,Acc3,Obesity/GLP-1R
Zfp420,Acc3,Obesity/GLP-1R
Zfp451,Acc3,Obesity/GLP-1R
Zfp455,Acc3,Obesity/GLP-1R
Zfp458,Acc3,Obesity/GLP-1R
Zfp462,Acc3,Obesity/GLP-1R
Zfp469,Acc3,Obesity/GLP-1R
Zfp511,Acc3,Obesity/GLP-1R
Zfp512b,Acc3,Obesity/GLP-1R
Zfp513,Acc3,Obesity/GLP-1R
Zfp518a,Acc3,Obesity/GLP-1R
Zfp518b,Acc3,Obesity/GLP-1R
Zfp52,Acc3,Obesity/GLP-1R
Zfp526,Acc3,Obesity/GLP-1R
Zfp536,Acc3,Obesity/GLP-1R
Zfp54,Acc3,Obesity/GLP-1R
Zfp553,Acc3,Obesity/GLP-1R
Zfp560,Acc3,Obesity/GLP-1R
Zfp574,Acc3,Obesity/GLP-1R
Zfp579,Acc3,Obesity/GLP-1R
Zfp580,Acc3,Obesity/GLP-1R
Zfp595,Acc3,Obesity/GLP-1R
Zfp597,Acc3,Obesity/GLP-1R
Zfp60,Acc3,Obesity/GLP-1R
Zfp606,Acc3,Obesity/GLP-1R
Zfp607b,Acc3,Obesity/GLP-1R
Zfp608,Acc3,Obesity/GLP-1R
Zfp609,Acc3,Obesity/GLP-1R
Zfp62,Acc3,Obesity/GLP-1R
Zfp626,Acc3,Obesity/GLP-1R
Zfp637,Acc3,Obesity/GLP-1R
Zfp641,Acc3,Obesity/GLP-1R
Zfp654,Acc3,Obesity/GLP-1R
Zfp68,Acc3,Obesity/GLP-1R
Zfp692,Acc3,Obesity/GLP-1R
Zfp706,Acc3,Obesity/GLP-1R
Zfp707,Acc3,Obesity/GLP-1R
Zfp711,Acc3,Obesity/GLP-1R
Zfp719,Acc3,Obesity/GLP-1R
Zfp729a,Acc3,Obesity/GLP-1R
Zfp729b,Acc3,Obesity/GLP-1R
Zfp738,Acc3,Obesity/GLP-1R
Zfp770,Acc3,Obesity/GLP-1R
Zfp780b,Acc3,Obesity/GLP-1R
Zfp800,Acc3,Obesity/GLP-1R
Zfp811,Acc3,Obesity/GLP-1R
Zfp867,Acc3,Obesity/GLP-1R
Zfp868,Acc3,Obesity/GLP-1R
Zfp873,Acc3,Obesity/GLP-1R
Zfp874b,Acc3,Obesity/GLP-1R
Zfp91,Acc3,Obesity/GLP-1R
Zfp930,Acc3,Obesity/GLP-1R
Zfp933,Acc3,Obesity/GLP-1R
Zfp938,Acc3,Obesity/GLP-1R
Zfp943,Acc3,Obesity/GLP-1R
Zfp954,Acc3,Obesity/GLP-1R
Zfp958,Acc3,Obesity/GLP-1R
Zfp983,Acc3,Obesity/GLP-1R
Zfpm1,Acc3,Obesity/GLP-1R
Zfr,Acc3,Obesity/GLP-1R
Zfyve16,Acc3,Obesity/GLP-1R
Zfyve9,Acc3,Obesity/GLP-1R
Zhx3,Acc3,Obesity/GLP-1R
Zik1,Acc3,Obesity/GLP-1R
Zkscan1,Acc3,Obesity/GLP-1R
Zkscan16,Acc3,Obesity/GLP-1R
Zkscan2,Acc3,Obesity/GLP-1R
Zkscan3,Acc3,Obesity/GLP-1R
Zmat2,Acc3,Obesity/GLP-1R
Zmat5,Acc3,Obesity/GLP-1R
Zmiz1,Acc3,Obesity/GLP-1R
Zmiz2,Acc3,Obesity/GLP-1R
Zmym1,Acc3,Obesity/GLP-1R
Zmym2,Acc3,Obesity/GLP-1R
Zmym4,Acc3,Obesity/GLP-1R
Zmym5,Acc3,Obesity/GLP-1R
Zmynd10,Acc3,Obesity/GLP-1R
Znfx1,Acc3,Obesity/GLP-1R
Znhit1,Acc3,Obesity/GLP-1R
Znrf2,Acc3,Obesity/GLP-1R
Znrf3,Acc3,Obesity/GLP-1R
Zranb2,Acc3,Obesity/GLP-1R
Zscan2,Acc3,Obesity/GLP-1R
Zscan26,Acc3,Obesity/GLP-1R
Zscan30,Acc3,Obesity/GLP-1R
Zswim5,Acc3,Obesity/GLP-1R
Zswim6,Acc3,Obesity/GLP-1R
Zswim7,Acc3,Obesity/GLP-1R
Zyg11b,Acc3,Obesity/GLP-1R
Zzef1,Acc3,Obesity/GLP-1R
Abcc6,Acc4,Obesity/GLP-1R
Abcg3l4,Acc4,Obesity/GLP-1R
Acin1,Acc4,Obesity/GLP-1R
Acrbp,Acc4,Obesity/GLP-1R
Actr1a,Acc4,Obesity/GLP-1R
Actr5,Acc4,Obesity/GLP-1R
Acvrl1,Acc4,Obesity/GLP-1R
Adamts10,Acc4,Obesity/GLP-1R
Adamtsl2,Acc4,Obesity/GLP-1R
Adamtsl4,Acc4,Obesity/GLP-1R
Adamtsl5,Acc4,Obesity/GLP-1R
Adcy6,Acc4,Obesity/GLP-1R
Adgra2,Acc4,Obesity/GLP-1R
Adtrp,Acc4,Obesity/GLP-1R
Aff1,Acc4,Obesity/GLP-1R
Ager,Acc4,Obesity/GLP-1R
Agmo,Acc4,Obesity/GLP-1R
Agtr1b,Acc4,Obesity/GLP-1R
Ahnak,Acc4,Obesity/GLP-1R
Ahr,Acc4,Obesity/GLP-1R
Aim1,Acc4,Obesity/GLP-1R
Akap17a,Acc4,Obesity/GLP-1R
Akap8l,Acc4,Obesity/GLP-1R
Aldh3a1,Acc4,Obesity/GLP-1R
Alpi,Acc4,Obesity/GLP-1R
Alx4,Acc4,Obesity/GLP-1R
Ankzf1,Acc4,Obesity/GLP-1R
Ano6,Acc4,Obesity/GLP-1R
Anpep,Acc4,Obesity/GLP-1R
Antxr2,Acc4,Obesity/GLP-1R
Ap1m2,Acc4,Obesity/GLP-1R
Ap3s2,Acc4,Obesity/GLP-1R
Apba3,Acc4,Obesity/GLP-1R
Apbb1,Acc4,Obesity/GLP-1R
Aqp1,Acc4,Obesity/GLP-1R
Arap3,Acc4,Obesity/GLP-1R
Arhgef5,Acc4,Obesity/GLP-1R
Artn,Acc4,Obesity/GLP-1R
Asb1,Acc4,Obesity/GLP-1R
Ascl1,Acc4,Obesity/GLP-1R
Astn1,Acc4,Obesity/GLP-1R
Asun,Acc4,Obesity/GLP-1R
Atad1,Acc4,Obesity/GLP-1R
Avil,Acc4,Obesity/GLP-1R
Baalc,Acc4,Obesity/GLP-1R
Bak1,Acc4,Obesity/GLP-1R
Brat1,Acc4,Obesity/GLP-1R
Brinp3,Acc4,Obesity/GLP-1R
Capn1,Acc4,Obesity/GLP-1R
Casp12,Acc4,Obesity/GLP-1R
Cbln3,Acc4,Obesity/GLP-1R
Ccdc17,Acc4,Obesity/GLP-1R
Ccdc177,Acc4,Obesity/GLP-1R
Ccdc62,Acc4,Obesity/GLP-1R
Ccnl1,Acc4,Obesity/GLP-1R
Ccnl2,Acc4,Obesity/GLP-1R
Cdc42bpg,Acc4,Obesity/GLP-1R
Cdh12,Acc4,Obesity/GLP-1R
Cdh26,Acc4,Obesity/GLP-1R
Cdhr1,Acc4,Obesity/GLP-1R
Cdk6,Acc4,Obesity/GLP-1R
Cebpd,Acc4,Obesity/GLP-1R
Cemip,Acc4,Obesity/GLP-1R
Cenpj,Acc4,Obesity/GLP-1R
Ch25h,Acc4,Obesity/GLP-1R
Chek1,Acc4,Obesity/GLP-1R
Chia,Acc4,Obesity/GLP-1R
Chic2,Acc4,Obesity/GLP-1R
Chmp4c,Acc4,Obesity/GLP-1R
Chrna3,Acc4,Obesity/GLP-1R
Chrnb4,Acc4,Obesity/GLP-1R
Ciita,Acc4,Obesity/GLP-1R
Clcnkb,Acc4,Obesity/GLP-1R
Cldn6,Acc4,Obesity/GLP-1R
Clk1,Acc4,Obesity/GLP-1R
Clk2,Acc4,Obesity/GLP-1R
Cltc,Acc4,Obesity/GLP-1R
Cnga1,Acc4,Obesity/GLP-1R
Cnn2,Acc4,Obesity/GLP-1R
Col18a1,Acc4,Obesity/GLP-1R
Col27a1,Acc4,Obesity/GLP-1R
Col4a3,Acc4,Obesity/GLP-1R
Col4a5,Acc4,Obesity/GLP-1R
Col8a1,Acc4,Obesity/GLP-1R
Copz2,Acc4,Obesity/GLP-1R
Crb3,Acc4,Obesity/GLP-1R
Crbn,Acc4,Obesity/GLP-1R
Crispld2,Acc4,Obesity/GLP-1R
Cspg5,Acc4,Obesity/GLP-1R
Ctgf,Acc4,Obesity/GLP-1R
Ctnna2,Acc4,Obesity/GLP-1R
Cul2,Acc4,Obesity/GLP-1R
Cwc22,Acc4,Obesity/GLP-1R
Cxxc1,Acc4,Obesity/GLP-1R
Cyp27a1,Acc4,Obesity/GLP-1R
Cyp27b1,Acc4,Obesity/GLP-1R
Cyp39a1,Acc4,Obesity/GLP-1R
Cyp4b1,Acc4,Obesity/GLP-1R
Cyp4f6,Acc4,Obesity/GLP-1R
Daxx,Acc4,Obesity/GLP-1R
Dcaf11,Acc4,Obesity/GLP-1R
Dclre1c,Acc4,Obesity/GLP-1R
Dennd4b,Acc4,Obesity/GLP-1R
Dhrsx,Acc4,Obesity/GLP-1R
Dlk1,Acc4,Obesity/GLP-1R
Dmpk,Acc4,Obesity/GLP-1R
Dnajc25,Acc4,Obesity/GLP-1R
Dnase1l2,Acc4,Obesity/GLP-1R
Dnpep,Acc4,Obesity/GLP-1R
Dock6,Acc4,Obesity/GLP-1R
Dpysl2,Acc4,Obesity/GLP-1R
Dsp,Acc4,Obesity/GLP-1R
Dtx3l,Acc4,Obesity/GLP-1R
Duxbl1,Acc4,Obesity/GLP-1R
Ecm1,Acc4,Obesity/GLP-1R
Edil3,Acc4,Obesity/GLP-1R
Eef2k,Acc4,Obesity/GLP-1R
Egfl8,Acc4,Obesity/GLP-1R
Ehd2,Acc4,Obesity/GLP-1R
Eif2s3,Acc4,Obesity/GLP-1R
Eif4ebp3,Acc4,Obesity/GLP-1R
Eif4h,Acc4,Obesity/GLP-1R
Elf2,Acc4,Obesity/GLP-1R
Elmo3,Acc4,Obesity/GLP-1R
Elmsan1,Acc4,Obesity/GLP-1R
Eml4,Acc4,Obesity/GLP-1R
Emp3,Acc4,Obesity/GLP-1R
En1,Acc4,Obesity/GLP-1R
Eno3,Acc4,Obesity/GLP-1R
Enpep,Acc4,Obesity/GLP-1R
Enpp5,Acc4,Obesity/GLP-1R
Epb41,Acc4,Obesity/GLP-1R
Epcam,Acc4,Obesity/GLP-1R
Epha2,Acc4,Obesity/GLP-1R
Ephx1,Acc4,Obesity/GLP-1R
Errfi1,Acc4,Obesity/GLP-1R
Esyt1,Acc4,Obesity/GLP-1R
Eva1b,Acc4,Obesity/GLP-1R
Exosc8,Acc4,Obesity/GLP-1R
Fam105a,Acc4,Obesity/GLP-1R
Fam117a,Acc4,Obesity/GLP-1R
Fam178b,Acc4,Obesity/GLP-1R
Fam19a2,Acc4,Obesity/GLP-1R
Fam214a,Acc4,Obesity/GLP-1R
Fam3a,Acc4,Obesity/GLP-1R
Fam46a,Acc4,Obesity/GLP-1R
Fam98c,Acc4,Obesity/GLP-1R
Fance,Acc4,Obesity/GLP-1R
Fbrs,Acc4,Obesity/GLP-1R
Fbxo7,Acc4,Obesity/GLP-1R
Fcmr,Acc4,Obesity/GLP-1R
Ffar4,Acc4,Obesity/GLP-1R
Fgf12,Acc4,Obesity/GLP-1R
Fgf21,Acc4,Obesity/GLP-1R
Fhod1,Acc4,Obesity/GLP-1R
Filip1l,Acc4,Obesity/GLP-1R
Fmo2,Acc4,Obesity/GLP-1R
Fmo3,Acc4,Obesity/GLP-1R
Fmod,Acc4,Obesity/GLP-1R
Fnbp4,Acc4,Obesity/GLP-1R
Fras1,Acc4,Obesity/GLP-1R
Frem2,Acc4,Obesity/GLP-1R
Frmpd1,Acc4,Obesity/GLP-1R
Furin,Acc4,Obesity/GLP-1R
Fzd10,Acc4,Obesity/GLP-1R
Gabra6,Acc4,Obesity/GLP-1R
Galnt5,Acc4,Obesity/GLP-1R
Gata2,Acc4,Obesity/GLP-1R
Gatsl3,Acc4,Obesity/GLP-1R
Gga1,Acc4,Obesity/GLP-1R
Gh1,Acc4,Obesity/GLP-1R
Glb1l2,Acc4,Obesity/GLP-1R
Gli2,Acc4,Obesity/GLP-1R
Gmppa,Acc4,Obesity/GLP-1R
Gnb1,Acc4,Obesity/GLP-1R
Gpaa1,Acc4,Obesity/GLP-1R
Gpha2,Acc4,Obesity/GLP-1R
Gpr108,Acc4,Obesity/GLP-1R
Gpr171,Acc4,Obesity/GLP-1R
Grb7,Acc4,Obesity/GLP-1R
Gria4,Acc4,Obesity/GLP-1R
Gsap,Acc4,Obesity/GLP-1R
Gstm2,Acc4,Obesity/GLP-1R
Gucy2e,Acc4,Obesity/GLP-1R
Haus7,Acc4,Obesity/GLP-1R
Helz2,Acc4,Obesity/GLP-1R
Hexa,Acc4,Obesity/GLP-1R
Hist2h2aa3,Acc4,Obesity/GLP-1R
Hist2h2ac,Acc4,Obesity/GLP-1R
Hmg20b,Acc4,Obesity/GLP-1R
Hspa1l,Acc4,Obesity/GLP-1R
Htr5b,Acc4,Obesity/GLP-1R
Hvcn1,Acc4,Obesity/GLP-1R
Ifitm1,Acc4,Obesity/GLP-1R
Il20rb,Acc4,Obesity/GLP-1R
Ildr1,Acc4,Obesity/GLP-1R
Inppl1,Acc4,Obesity/GLP-1R
Ints6,Acc4,Obesity/GLP-1R
Ints6l,Acc4,Obesity/GLP-1R
Iqgap1,Acc4,Obesity/GLP-1R
Irf3,Acc4,Obesity/GLP-1R
Irx6,Acc4,Obesity/GLP-1R
Isg20,Acc4,Obesity/GLP-1R
Itfg1,Acc4,Obesity/GLP-1R
Itga5,Acc4,Obesity/GLP-1R
Itpr3,Acc4,Obesity/GLP-1R
Kank2,Acc4,Obesity/GLP-1R
Kank3,Acc4,Obesity/GLP-1R
Kank4,Acc4,Obesity/GLP-1R
Kansl1l,Acc4,Obesity/GLP-1R
Kcnj14,Acc4,Obesity/GLP-1R
Kdm3a,Acc4,Obesity/GLP-1R
Kdm3b,Acc4,Obesity/GLP-1R
Kif2a,Acc4,Obesity/GLP-1R
Kif7,Acc4,Obesity/GLP-1R
Klf2,Acc4,Obesity/GLP-1R
Klhl22,Acc4,Obesity/GLP-1R
Klhl33,Acc4,Obesity/GLP-1R
Kmt5c,Acc4,Obesity/GLP-1R
Krt18,Acc4,Obesity/GLP-1R
Krt25,Acc4,Obesity/GLP-1R
Krt79,Acc4,Obesity/GLP-1R
LOC100362275,Acc4,Obesity/GLP-1R
LOC100363405,Acc4,Obesity/GLP-1R
LOC100909441,Acc4,Obesity/GLP-1R
LOC100909455,Acc4,Obesity/GLP-1R
LOC100909750,Acc4,Obesity/GLP-1R
LOC100909791,Acc4,Obesity/GLP-1R
LOC100910163,Acc4,Obesity/GLP-1R
LOC100910240,Acc4,Obesity/GLP-1R
LOC100910501,Acc4,Obesity/GLP-1R
LOC100910674,Acc4,Obesity/GLP-1R
LOC100911221,Acc4,Obesity/GLP-1R
LOC100911261,Acc4,Obesity/GLP-1R
LOC100911302,Acc4,Obesity/GLP-1R
LOC100911486,Acc4,Obesity/GLP-1R
LOC100911553,Acc4,Obesity/GLP-1R
LOC100911572,Acc4,Obesity/GLP-1R
LOC100911615,Acc4,Obesity/GLP-1R
LOC100911725,Acc4,Obesity/GLP-1R
LOC100912329,Acc4,Obesity/GLP-1R
LOC100912481,Acc4,Obesity/GLP-1R
LOC100912617,Acc4,Obesity/GLP-1R
LOC100912801,Acc4,Obesity/GLP-1R
LOC100912971,Acc4,Obesity/GLP-1R
LOC101241876,Acc4,Obesity/GLP-1R
LOC102546764,Acc4,Obesity/GLP-1R
LOC102548261,Acc4,Obesity/GLP-1R
LOC102548847,Acc4,Obesity/GLP-1R
LOC102549817,Acc4,Obesity/GLP-1R
LOC102550503,Acc4,Obesity/GLP-1R
LOC102550737,Acc4,Obesity/GLP-1R
LOC102551447,Acc4,Obesity/GLP-1R
LOC102554906,Acc4,Obesity/GLP-1R
LOC102555545,Acc4,Obesity/GLP-1R
LOC102556526,Acc4,Obesity/GLP-1R
LOC102556623,Acc4,Obesity/GLP-1R
LOC103689996,Acc4,Obesity/GLP-1R
LOC103690098,Acc4,Obesity/GLP-1R
LOC103690965,Acc4,Obesity/GLP-1R
LOC103692173,Acc4,Obesity/GLP-1R
LOC103692182,Acc4,Obesity/GLP-1R
LOC103693015,Acc4,Obesity/GLP-1R
LOC108348082,Acc4,Obesity/GLP-1R
LOC108348108,Acc4,Obesity/GLP-1R
LOC108349154,Acc4,Obesity/GLP-1R
LOC108350484,Acc4,Obesity/GLP-1R
LOC108351076,Acc4,Obesity/GLP-1R
LOC108351618,Acc4,Obesity/GLP-1R
LOC108352688,Acc4,Obesity/GLP-1R
LOC108352819,Acc4,Obesity/GLP-1R
LOC108352852,Acc4,Obesity/GLP-1R
LOC108353182,Acc4,Obesity/GLP-1R
LOC310649,Acc4,Obesity/GLP-1R
LOC366215,Acc4,Obesity/GLP-1R
LOC499235,Acc4,Obesity/GLP-1R
LOC679087,Acc4,Obesity/GLP-1R
LOC680017,Acc4,Obesity/GLP-1R
LOC680107,Acc4,Obesity/GLP-1R
LOC681921,Acc4,Obesity/GLP-1R
LOC684871,Acc4,Obesity/GLP-1R
LOC688286,Acc4,Obesity/GLP-1R
LOC688977,Acc4,Obesity/GLP-1R
LOC690035,Acc4,Obesity/GLP-1R
LOC690131,Acc4,Obesity/GLP-1R
LOC691113,Acc4,Obesity/GLP-1R
Lama5,Acc4,Obesity/GLP-1R
Lamb2,Acc4,Obesity/GLP-1R
Lamc1,Acc4,Obesity/GLP-1R
Large2,Acc4,Obesity/GLP-1R
Ldlrad1,Acc4,Obesity/GLP-1R
Lhb,Acc4,Obesity/GLP-1R
Lig4,Acc4,Obesity/GLP-1R
Lima1,Acc4,Obesity/GLP-1R
Lingo4,Acc4,Obesity/GLP-1R
Llgl2,Acc4,Obesity/GLP-1R
Lmbr1l,Acc4,Obesity/GLP-1R
Lmx1a,Acc4,Obesity/GLP-1R
Lnp1,Acc4,Obesity/GLP-1R
Loxl1,Acc4,Obesity/GLP-1R
Lpar3,Acc4,Obesity/GLP-1R
Lrch4,Acc4,Obesity/GLP-1R
Lrrc55,Acc4,Obesity/GLP-1R
Lrrn1,Acc4,Obesity/GLP-1R
Ly6g6e,Acc4,Obesity/GLP-1R
Lyve1,Acc4,Obesity/GLP-1R
Maff,Acc4,Obesity/GLP-1R
Mamdc4,Acc4,Obesity/GLP-1R
Man2b1,Acc4,Obesity/GLP-1R
Map2k3,Acc4,Obesity/GLP-1R
Map3k3,Acc4,Obesity/GLP-1R
Mapk13,Acc4,Obesity/GLP-1R
Mbd6,Acc4,Obesity/GLP-1R
Mboat1,Acc4,Obesity/GLP-1R
Megf6,Acc4,Obesity/GLP-1R
Mest,Acc4,Obesity/GLP-1R
Mfsd11,Acc4,Obesity/GLP-1R
Mia,Acc4,Obesity/GLP-1R
Micalcl,Acc4,Obesity/GLP-1R
Mmgt1,Acc4,Obesity/GLP-1R
Morc4,Acc4,Obesity/GLP-1R
Msh5,Acc4,Obesity/GLP-1R
