SYMBOL,ENTREZID,ENSEMBL,GENENAME
Prpf38a,230596,ENSMUSG00000063800,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A
Ap3s2,11778,ENSMUSG00000063801,"adaptor-related protein complex 3, sigma 2 subunit"
Hspbp1,66245,ENSMUSG00000063802,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1"
Lin28b,380669,ENSMUSG00000063804,lin-28 homolog B
Gpatch1,67471,ENSMUSG00000063808,G patch domain containing 1
Alms1,236266,ENSMUSG00000063810,"ALMS1, centrosome and basal body associated"
Gm4987,245405,ENSMUSG00000063816,ribosomal protein L32 pseudogene
Arl9,384185,ENSMUSG00000063820,ADP-ribosylation factor-like 9
Dupd1,NA,NA,NA
Cdc42ep5,58804,ENSMUSG00000063838,CDC42 effector protein 5
Olfr1276,NA,NA,NA
Ppcdc,66812,ENSMUSG00000063849,phosphopantothenoylcysteine decarboxylase
Rnf183,76072,ENSMUSG00000063851,ring finger protein 183
Gpx1,14775,ENSMUSG00000063856,glutathione peroxidase 1
Chd4,107932,ENSMUSG00000063870,chromodomain helicase DNA binding protein 4
Slc24a3,94249,ENSMUSG00000063873,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3"
Rps6-ps1,626259,ENSMUSG00000063875,"ribosomal protein S6, pseudogene 1"
Uqcrh,66576,ENSMUSG00000063882,ubiquinol-cytochrome c reductase hinge protein
Ptcd3,69956,ENSMUSG00000063884,pentatricopeptide repeat domain 3
Nlgn1,192167,ENSMUSG00000063887,neuroligin 1
Rpl7l1,66229,ENSMUSG00000063888,ribosomal protein L7-like 1
Crem,12916,ENSMUSG00000063889,cAMP responsive element modulator
Zkscan8,93681,ENSMUSG00000063894,zinc finger with KRAB and SCAN domains 8
Klk1,16612,ENSMUSG00000063903,kallikrein 1
Dpp3,75221,ENSMUSG00000063904,dipeptidylpeptidase 3
Srrm4,68955,ENSMUSG00000063919,serine/arginine repetitive matrix 4
Pepd,18624,ENSMUSG00000063931,peptidase D
Zar1,317755,ENSMUSG00000063935,zygote arrest 1
Brpf3,268936,ENSMUSG00000063952,"bromodomain and PHD finger containing, 3"
Amd2,100041585,ENSMUSG00000063953,S-adenosylmethionine decarboxylase 2
Nr6a1,14536,ENSMUSG00000063972,"nuclear receptor subfamily 6, group A, member 1"
Slco1a5,108096,ENSMUSG00000063975,"solute carrier organic anion transporter family, member 1a5"
Olfr190,NA,NA,NA
Gm648,NA,NA,NA
Klk8,259277,ENSMUSG00000064023,kallikrein related-peptidase 8
Pym1,78428,ENSMUSG00000064030,"PYM homolog 1, exon junction complex associated factor"
Mro,71263,ENSMUSG00000064036,maestro
Gpn1,74254,ENSMUSG00000064037,GPN-loop GTPase 1
Ccr1l1,12770,ENSMUSG00000064039,C-C motif chemokine receptor 1 like 1
Trerf1,224829,ENSMUSG00000064043,transcriptional regulating factor 1
Gm5089,328479,ENSMUSG00000115263,predicted gene 5089
Scgb3a1,68662,ENSMUSG00000064057,"secretoglobin, family 3A, member 1"
Dzip3,224170,ENSMUSG00000064061,"DAZ interacting protein 3, zinc finger"
BC048507,408058,ENSMUSG00000064063,cDNA sequence BC048507
Ipcef1,320495,ENSMUSG00000064065,interaction protein for cytohesin exchange factors 1
Mtx1,17827,ENSMUSG00000064068,metaxin 1
Fbln2,14115,ENSMUSG00000064080,fibulin 2
Gm8973,668092,ENSMUSG00000064081,60S ribosomal protein L36 pseudogene
Olfr1202,NA,NA,NA
Vrk2,69922,ENSMUSG00000064090,vaccinia related kinase 2
Cnnm2,94219,ENSMUSG00000064105,cyclin M2
Hcst,23900,ENSMUSG00000064109,hematopoietic cell signal transducer
Cadm2,239857,ENSMUSG00000064115,cell adhesion molecule 2
Mocs1,56738,ENSMUSG00000064120,molybdenum cofactor synthesis 1
Prr36,73072,ENSMUSG00000064125,proline rich 36
Med14,26896,ENSMUSG00000064127,mediator complex subunit 14
Cenpj,NA,NA,NA
Rhox8,434768,ENSMUSG00000064137,reproductive homeobox 8
Fam172a,NA,NA,NA
Trim38,214158,ENSMUSG00000064140,tripartite motif-containing 38
Zfp69,381549,ENSMUSG00000064141,zinc finger protein 69
Arih2,23807,ENSMUSG00000064145,ariadne RBR E3 ubiquitin protein ligase 2
Rab44,442827,ENSMUSG00000064147,"RAB44, member RAS oncogene family"
Izumo1,73456,ENSMUSG00000064158,izumo sperm-egg fusion 1
Ghrl,58991,ENSMUSG00000064177,ghrelin
Tnnt1,21955,ENSMUSG00000064179,"troponin T1, skeletal, slow"
Rab3ip,216363,ENSMUSG00000064181,RAB3A interacting protein
Zfp936,668620,ENSMUSG00000064194,zinc finger protein 936
Krt2,16681,ENSMUSG00000064201,keratin 2
4430402I18Rik,NA,NA,NA
Ano6,105722,ENSMUSG00000064210,anoctamin 6
Ifi27,52668,ENSMUSG00000064215,"interferon, alpha-inducible protein 27"
Gsdma3,450219,ENSMUSG00000064224,gasdermin A3
Paqr9,75552,ENSMUSG00000064225,progestin and adipoQ receptor family member IX
Gm5321,384525,ENSMUSG00000064231,ribosomal protein S18 pseudogene
Chil1,NA,NA,NA
Plcxd1,403178,ENSMUSG00000064247,"phosphatidylinositol-specific phospholipase C, X domain containing 1"
Ethe1,66071,ENSMUSG00000064254,ethylmalonic encephalopathy 1
Vmn1r13,113862,ENSMUSG00000064259,vomeronasal 1 receptor 13
Gimap8,243374,ENSMUSG00000064262,"GTPase, IMAP family member 8"
Platr26,381371,ENSMUSG00000064263,pluripotency associated transcript 26
Zfp428,232969,ENSMUSG00000064264,zinc finger protein 428
Hvcn1,74096,ENSMUSG00000064267,hydrogen voltage-gated channel 1
Gpbar1,227289,ENSMUSG00000064272,G protein-coupled bile acid receptor 1
Ccdc146,75172,ENSMUSG00000064280,coiled-coil domain containing 146
Rpl19-ps1,100039695,ENSMUSG00000064281,"ribosomal protein L19, pseudogene 1"
Cdpf1,72355,ENSMUSG00000064284,"cysteine rich, DPF motif domain containing 1"
H4c12,319160,ENSMUSG00000064288,H4 clustered histone 12
Tank,21353,ENSMUSG00000064289,TRAF family member-associated Nf-kappa B activator
Cntn4,269784,ENSMUSG00000064293,contactin 4
Aox3,71724,ENSMUSG00000064294,aldehyde oxidase 3
Clasp1,76707,ENSMUSG00000064302,CLIP associating protein 1
Lrrc51,69358,ENSMUSG00000064307,leucine rich repeat containing 51
2410137M14Rik,76797,ENSMUSG00000064308,RIKEN cDNA 2410137M14 gene
Zpld1,239852,ENSMUSG00000064310,zona pellucida like domain containing 1
Hhip,15245,ENSMUSG00000064325,Hedgehog-interacting protein
Siva1,30954,ENSMUSG00000064326,"SIVA1, apoptosis-inducing factor"
Scn1a,20265,ENSMUSG00000064329,"sodium channel, voltage-gated, type I, alpha"
Pde6h,78600,ENSMUSG00000064330,"phosphodiesterase 6H, cGMP-specific, cone, gamma"
Selenop,20363,ENSMUSG00000064373,selenoprotein P
Gm26448,115487256,ENSMUSG00000064380,"predicted gene, 26448"
Gm26446,115487609,ENSMUSG00000064389,"predicted gene, 26446"
Snord73b,19871,ENSMUSG00000064390,"small nucleolar RNA, C/D box U73B"
Gm23626,115487048,ENSMUSG00000064392,"predicted gene, 23626"
Gm23628,115489261,ENSMUSG00000064398,"predicted gene, 23628"
Gm23924,115490511,ENSMUSG00000064408,"predicted gene, 23924"
Gm22748,115488064,ENSMUSG00000064427,"predicted gene, 22748"
Gm25588,115487647,ENSMUSG00000064435,"predicted gene, 25588"
Snord37,100217454,ENSMUSG00000064441,"small nucleolar RNA, C/D box 37"
Snora23,100379145,ENSMUSG00000064451,"small nucleolar RNA, H/ACA box 23"
Gm24564,115488063,ENSMUSG00000064452,"predicted gene, 24564"
Gm25080,115489755,ENSMUSG00000064460,"predicted gene, 25080"
Gm24313,115487881,ENSMUSG00000064495,"predicted gene, 24313"
LOC115487261,NA,NA,NA
Gm26440,115485931,ENSMUSG00000064525,"predicted gene, 26440"
Gm24144,115488591,ENSMUSG00000064566,"predicted gene, 24144"
Gm25135,115488858,ENSMUSG00000064582,"predicted gene, 25135"
Gm25129,115489591,ENSMUSG00000064585,"predicted gene, 25129"
Snora41,100217464,ENSMUSG00000064602,"small nucleolar RNA, H/ACA box 41"
Gm26457,115487641,ENSMUSG00000064612,"predicted gene, 26457"
Gm23300,115489089,ENSMUSG00000064646,"predicted gene, 23300"
Gm23301,115488997,ENSMUSG00000064647,"predicted gene, 23301"
Gm25788,115490049,ENSMUSG00000064655,"predicted gene, 25788"
Gm24166,115487279,ENSMUSG00000064658,"predicted gene, 24166"
Gm22807,115485832,ENSMUSG00000064671,"predicted gene, 22807"
Gm22806,115488214,ENSMUSG00000064672,"predicted gene, 22806"
Gm25813,115486988,ENSMUSG00000064682,"predicted gene, 25813"
Gm24151,115487879,ENSMUSG00000064692,"predicted gene, 24151"
Gm25857,115486135,ENSMUSG00000064722,"predicted gene, 25857"
Gm26328,115488451,ENSMUSG00000064755,"predicted gene, 26328"
Snord59a,115487514,ENSMUSG00000064778,"small nucleolar RNA, C/D box 59A"
Gm22358,115488216,ENSMUSG00000064811,"predicted gene, 22358"
Gm24292,115488974,ENSMUSG00000064822,"predicted gene, 24292"
Gm26202,115488998,ENSMUSG00000064844,"predicted gene, 26202"
Gm23442,115488838,ENSMUSG00000064853,"predicted gene, 23442"
Snord58b,100217457,ENSMUSG00000064871,"small nucleolar RNA, C/D box 58B"
Gm22505,115489754,ENSMUSG00000064890,"predicted gene, 22505"
Snora21,100302498,ENSMUSG00000064901,"small nucleolar RNA, H/ACA box 21"
Gm22573,115490009,ENSMUSG00000064916,"predicted gene, 22573"
Gm22574,NA,NA,NA
Gm22571,115487260,ENSMUSG00000064918,"predicted gene, 22571"
Gm22572,115489570,ENSMUSG00000064919,"predicted gene, 22572"
Gm22042,115490033,ENSMUSG00000064923,"predicted gene, 22042"
Snora62,104433,ENSMUSG00000064925,"small nucleolar RNA, H/ACA box 62"
Gm23723,115486184,ENSMUSG00000064930,"predicted gene, 23723"
Gm23238,115489085,ENSMUSG00000064941,"predicted gene, 23238"
Rny3,19874,ENSMUSG00000064945,"RNA, Y3 small cytoplasmic (associated with Ro protein)"
Gm25259,115486693,ENSMUSG00000064982,"predicted gene, 25259"
Snord73a,19870,ENSMUSG00000064984,"small nucleolar RNA, C/D box U73A"
Gm26326,115485865,ENSMUSG00000065004,"predicted gene, 26326"
Gm22363,115490517,ENSMUSG00000065034,"predicted gene, 22363"
Gm22362,115486329,ENSMUSG00000065036,"predicted gene, 22362"
Gm26493,115487044,ENSMUSG00000065089,"predicted gene, 26493"
Gm26132,115487037,ENSMUSG00000065100,"predicted gene, 26132"
Gm23297,115486827,ENSMUSG00000065118,"predicted gene, 23297"
Snora31,100303751,ENSMUSG00000065147,"small nucleolar RNA, H/ACA box 31"
Gm23645,115487841,ENSMUSG00000065162,"predicted gene, 23645"
Gm23814,115489668,ENSMUSG00000065164,"predicted gene, 23814"
Gm23458,115490288,ENSMUSG00000065191,"predicted gene, 23458"
Gm24613,115485862,ENSMUSG00000065200,"predicted gene, 24613"
Gm24610,115489091,ENSMUSG00000065204,"predicted gene, 24610"
LOC115488691,NA,NA,NA
Snord32a,27209,ENSMUSG00000065219,"small nucleolar RNA, C/D box 32A"
Gm25794,115487565,ENSMUSG00000065220,"predicted gene, 25794"
Gm23969,115489598,ENSMUSG00000065258,"predicted gene, 23969"
Snora30,100217442,ENSMUSG00000065259,"small nucleolar RNA, H/ACA box 30"
Gm23245,115490273,ENSMUSG00000065304,"predicted gene, 23245"
Gm23095,115489064,ENSMUSG00000065380,"predicted gene, 23095"
Mir345,723946,ENSMUSG00000065429,microRNA 345
Mir186,387181,ENSMUSG00000065431,microRNA 186
Mir208a,387204,ENSMUSG00000065432,microRNA 208a
Mir7-1,723902,ENSMUSG00000065434,microRNA 7-1
Mir27a,387220,ENSMUSG00000065444,microRNA 27a
Mir124a-3,723951,ENSMUSG00000065454,microRNA 124a-3
Mir421,100124494,ENSMUSG00000065509,microRNA 421
Mir106b,723925,ENSMUSG00000065514,microRNA 106b
Mir99a,387229,ENSMUSG00000065530,microRNA 99a
Mir132,387150,ENSMUSG00000065537,microRNA 132
Mir199a-1,387194,ENSMUSG00000065547,microRNA 199a-1
Mir369,723933,ENSMUSG00000065561,microRNA 369
Mir212,387208,ENSMUSG00000065590,microRNA 212
Gm22753,115487847,ENSMUSG00000065591,"predicted gene, 22753"
Mir145a,387163,ENSMUSG00000065592,microRNA 145a
Mir23b,387217,ENSMUSG00000065599,microRNA 23b
Mir23a,387216,ENSMUSG00000065611,microRNA 23a
LOC115487877,NA,NA,NA
LOC115487043,NA,NA,NA
Gm22581,115489818,ENSMUSG00000065669,"predicted gene, 22581"
Gm25411,115487667,ENSMUSG00000065694,"predicted gene, 25411"
Snord7,100302731,ENSMUSG00000065715,"small nucleolar RNA, C/D box 7"
Gm26165,115486130,ENSMUSG00000065725,"predicted gene, 26165"
Gm24494,115489817,ENSMUSG00000065738,"predicted gene, 24494"
Gm25005,115488951,ENSMUSG00000065746,"predicted gene, 25005"
Gm23346,115490470,ENSMUSG00000065750,"predicted gene, 23346"
Gm23344,115487262,ENSMUSG00000065752,"predicted gene, 23344"
Gm25517,115488411,ENSMUSG00000065799,"predicted gene, 25517"
Snord35a,27211,ENSMUSG00000065818,"small nucleolar RNA, C/D box 35A"
Snord15a,449630,ENSMUSG00000065822,"small nucleolar RNA, C/D box 15A"
Gm25186,115488250,ENSMUSG00000065843,"predicted gene, 25186"
LOC115488404,NA,NA,NA
Snord34,27210,ENSMUSG00000065878,"small nucleolar RNA, C/D box 34"
Snord3b-ps2,19853,ENSMUSG00000065883,"small nucleolar RNA, C/D box 3B, pseudogene 2"
Gm26109,115488999,ENSMUSG00000065904,"predicted gene, 26109"
Rps23rg1,546049,ENSMUSG00000065952,"ribosomal protein S23, retrogene 1"
Tacc1,320165,ENSMUSG00000065954,"transforming, acidic coiled-coil containing protein 1"
Ifitm7,74482,ENSMUSG00000065968,interferon induced transmembrane protein 7
Cpped1,223978,ENSMUSG00000065979,calcineurin-like phosphoesterase domain containing 1
Cd209b,69165,ENSMUSG00000065987,CD209b antigen
Aurkaip1,66077,ENSMUSG00000065990,aurora kinase A interacting protein 1
Zfp985,433804,ENSMUSG00000065999,zinc finger protein 985
Zfp979,112422,ENSMUSG00000066000,zinc finger protein 979
Zfp600,667666,ENSMUSG00000066007,zinc finger protein 600
Zfp987,626316,ENSMUSG00000066009,zinc finger protein 987
Dhrs3,20148,ENSMUSG00000066026,dehydrogenase/reductase 3
Ubr4,69116,ENSMUSG00000066036,ubiquitin protein ligase E3 component n-recognin 4
Hnrnpr,74326,ENSMUSG00000066037,heterogeneous nuclear ribonucleoprotein R
Med18,67219,ENSMUSG00000066042,mediator complex subunit 18
Phactr4,100169,ENSMUSG00000066043,phosphatase and actin regulator 4
Gm1976,100038746,ENSMUSG00000066057,predicted gene 1976
Cldn19,242653,ENSMUSG00000066058,claudin 19
Gm12866,433751,ENSMUSG00000066060,predicted gene 12866
Gm13611,100504319,ENSMUSG00000066068,60S ribosomal protein L36 pseudogene
Cyp4a10,13117,ENSMUSG00000066072,"cytochrome P450, family 4, subfamily a, polypeptide 10"
Insl5,23919,ENSMUSG00000066090,insulin-like 5
Cyp2j11,100066,ENSMUSG00000066097,"cytochrome P450, family 2, subfamily j, polypeptide 11"
Muc5b,74180,ENSMUSG00000066108,"mucin 5, subtype B, tracheobronchial"
Adamtsl1,77739,ENSMUSG00000066113,ADAMTS-like 1
Gm10154,100040611,ENSMUSG00000066116,ribosomal protein L34 pseudogene
Olfr45,NA,NA,NA
Kndc1,76484,ENSMUSG00000066129,kinase non-catalytic C-lobe domain (KIND) containing 1
Prpf4,70052,ENSMUSG00000066148,pre-mRNA processing factor 4
Cdc26,66440,ENSMUSG00000066149,cell division cycle 26
Slc31a1,20529,ENSMUSG00000066150,"solute carrier family 31, member 1"
Fkbp15,338355,ENSMUSG00000066151,FK506 binding protein 15
Slc31a2,20530,ENSMUSG00000066152,"solute carrier family 31, member 2"
Gm10155,100043495,ENSMUSG00000066180,ribosomal protein L21 pseudogene
Cacng3,54376,ENSMUSG00000066189,"calcium channel, voltage-dependent, gamma subunit 3"
Anks6,75691,ENSMUSG00000066191,ankyrin repeat and sterile alpha motif domain containing 6
Spag8,433700,ENSMUSG00000066196,sperm associated antigen 8
Gpr139,209776,ENSMUSG00000066197,G protein-coupled receptor 139
Arid3c,550619,ENSMUSG00000066224,AT-rich interaction domain 3C
Ipo7,233726,ENSMUSG00000066232,importin 7
Tmem42,66079,ENSMUSG00000066233,transmembrane protein 42
Pomgnt2,215494,ENSMUSG00000066235,"protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2"
Olfr206,NA,NA,NA
Trim12a,76681,ENSMUSG00000066258,tripartite motif-containing 12A
Olfr639,NA,NA,NA
Olfr575,NA,NA,NA
Olfr559,NA,NA,NA
Vps37b,330192,ENSMUSG00000066278,vacuolar protein sorting 37B
Numa1,101706,ENSMUSG00000066306,nuclear mitotic apparatus protein 1
Gm12918,100039656,ENSMUSG00000066315,ribosomal protein L13 pseudogene
Rtp3,235636,ENSMUSG00000066319,receptor transporter protein 3
Bpnt2,242291,ENSMUSG00000066324,"3'(2'), 5'-bisphosphate nucleotidase 2"
Wdr6,83669,ENSMUSG00000066357,WD repeat domain 6
Serpina3c,16625,ENSMUSG00000066361,"serine (or cysteine) peptidase inhibitor, clade A, member 3C"
Rps13-ps1,625298,ENSMUSG00000066362,"ribosomal protein S13, pseudogene 1"
Serpina3f,238393,ENSMUSG00000066363,"serine (or cysteine) peptidase inhibitor, clade A, member 3F"
Serpina3b,271047,ENSMUSG00000066364,"serine (or cysteine) peptidase inhibitor, clade A, member 3B"
Serpina1a,20700,ENSMUSG00000066366,"serine (or cysteine) peptidase inhibitor, clade A, member 1A"
Vmn2r65,100009609,ENSMUSG00000066372,"vomeronasal 2, receptor 65"
Iqcf5,75470,ENSMUSG00000066382,IQ motif containing F5
Nrxn3,18191,ENSMUSG00000066392,neurexin III
Akap13,75547,ENSMUSG00000066406,A kinase anchor protein 13
Gm10263,100042864,ENSMUSG00000066407,40S ribosomal protein S28 pseudogene
Msl2,77853,ENSMUSG00000066415,MSL complex subunit 2
Plekhd1,217682,ENSMUSG00000066438,"pleckstrin homology domain containing, family D (with coiled-coil domains) member 1"
Zfyve26,211978,ENSMUSG00000066440,"zinc finger, FYVE domain containing 26"
Rdh11,17252,ENSMUSG00000066441,retinol dehydrogenase 11
Mthfs,107885,ENSMUSG00000066442,"5, 10-methenyltetrahydrofolate synthetase"
Gm10163,100039601,ENSMUSG00000066443,60S ribosomal protein L21 pseudogene
Hmgn3,94353,ENSMUSG00000066456,high mobility group nucleosomal binding domain 3
S100a11-ps,277089,NA,"S100 calcium binding protein A11, pseudogene"
Gm16551,100503019,ENSMUSG00000066477,predicted gene 16551
Gm5745,436081,ENSMUSG00000066478,ribosomal protein L36 pseudogene
Gm5786,544872,ENSMUSG00000066487,ribosomal protein S2 pseudogene
Rpl26-ps2,217600,ENSMUSG00000066489,"ribosomal protein L26, pseudogene 2"
Ankdd1a,330963,ENSMUSG00000066510,ankyrin repeat and death domain containing 1A
Vmn2r57,269902,ENSMUSG00000066537,"vomeronasal 2, receptor 57"
Gm6254,621710,ENSMUSG00000066538,heterogeneous nuclear ribonucleoprotein A3 pseudogene
Rpl17-ps9,100043872,ENSMUSG00000066543,"ribosomal protein L17, pseudogene 9"
Hmgb1,15289,ENSMUSG00000066551,high mobility group box 1
Gm10167,100534385,ENSMUSG00000066554,fused in sarcoma pseudogene
Lsm14a,67070,ENSMUSG00000066568,LSM14A mRNA processing body assembly factor
Garre1,233103,ENSMUSG00000066571,granule associated Rac and RHOG effector 1
Gm7589,665330,ENSMUSG00000066592,ribosomal protein L11 pseudogene
Flvcr1,226844,ENSMUSG00000066595,feline leukemia virus subgroup C cellular receptor 1
Insyn1,319477,ENSMUSG00000066607,inhibitory synaptic factor 1
Zfp932,69504,ENSMUSG00000066613,zinc finger protein 932
Tecpr1,70381,ENSMUSG00000066621,tectonin beta-propeller repeat containing 1
Gm5121,101154638,ENSMUSG00000066626,40S ribosomal protein S8 pseudogene
Ttc32,75516,ENSMUSG00000066637,tetratricopeptide repeat domain 32
Fbxl18,231863,ENSMUSG00000066640,F-box and leucine-rich repeat protein 18
Wdr35,74682,ENSMUSG00000066643,WD repeat domain 35
Gm5113,330503,ENSMUSG00000121377,predicted gene 5113
Lefty2,320202,ENSMUSG00000066652,left-right determination factor 2
Ifi208,100033459,ENSMUSG00000066677,interferon activated gene 208
Pilrb2,545812,ENSMUSG00000066682,paired immunoglobin-like type 2 receptor beta 2
Zbtb16,235320,ENSMUSG00000066687,zinc finger and BTB domain containing 16
Cyp2b19,13090,ENSMUSG00000066704,"cytochrome P450, family 2, subfamily b, polypeptide 19"
Fxyd6,59095,ENSMUSG00000066705,FXYD domain-containing ion transport regulator 6
Cldn9,56863,ENSMUSG00000066720,claudin 9
Zfp575,101544,ENSMUSG00000066721,zinc finger protein 575
Gm10175,100043121,ENSMUSG00000121793,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9) pseudogene"
Vkorc1l1,69568,ENSMUSG00000066735,"vitamin K epoxide reductase complex, subunit 1-like 1"
Olfr876,NA,NA,NA
Tnfsf18,240873,ENSMUSG00000066755,"tumor necrosis factor (ligand) superfamily, member 18"
Psg16,26436,ENSMUSG00000066760,pregnancy specific beta-1-glycoprotein 16
Zfp648,100503355,ENSMUSG00000066797,zinc finger protein 648
Zbtb6,241322,ENSMUSG00000066798,zinc finger and BTB domain containing 6
Rnasel,24014,ENSMUSG00000066800,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)"
Vmn1r84,171267,ENSMUSG00000066803,vomeronasal 1 receptor 84
Vmn2r28,665255,ENSMUSG00000066820,"vomeronasal 2, receptor 28"
Vmn2r37,22305,ENSMUSG00000066828,"vomeronasal 2, receptor 37"
Zfp810,235050,ENSMUSG00000066829,zinc finger protein 810
Zfp772,232855,ENSMUSG00000066838,zinc finger protein 772
Ecsit,26940,ENSMUSG00000066839,ECSIT signalling integrator
Hmcn1,545370,ENSMUSG00000066842,hemicentin 1
Oas1g,23960,ENSMUSG00000066861,2'-5' oligoadenylate synthetase 1G
Oas1e,231699,ENSMUSG00000066867,2'-5' oligoadenylate synthetase 1E
Nck2,17974,ENSMUSG00000066877,non-catalytic region of tyrosine kinase adaptor protein 2
Gm10184,NA,NA,NA
Zfp617,170938,ENSMUSG00000066880,zinc finger protein 617
Fbxl12,30843,ENSMUSG00000066892,F-box and leucine-rich repeat protein 12
Vsig10,231668,ENSMUSG00000066894,V-set and immunoglobulin domain containing 10
Olfr18,NA,NA,NA
Suds3,71954,ENSMUSG00000066900,suppressor of defective silencing 3 homolog (S. cerevisiae)
Rps23-ps2,100503854,ENSMUSG00000066902,"ribosomal protein S23, pseudogene 2"
Myo1h,231646,ENSMUSG00000066952,myosin 1H
Cryba4,12959,ENSMUSG00000066975,"crystallin, beta A4"
Bub3,12237,ENSMUSG00000066979,BUB3 mitotic checkpoint protein
Gm16519,546695,ENSMUSG00000066983,ribosomal protein L12 pseudogene
Serpinb7,116872,ENSMUSG00000067001,"serine (or cysteine) peptidase inhibitor, clade B, member 7"
Serpinb5,20724,ENSMUSG00000067006,"serine (or cysteine) peptidase inhibitor, clade B, member 5"
Vmn2r10,22307,ENSMUSG00000067010,"vomeronasal 2, receptor 10"
Cntnap5b,241175,ENSMUSG00000067028,contactin associated protein-like 5B
Rps12-ps3,100034727,ENSMUSG00000067038,"ribosomal protein S12, pseudogene 3"
Unc93a,381058,ENSMUSG00000067049,unc-93 homolog A
Rps15a-ps5,100042335,ENSMUSG00000067058,"ribosomal protein S15A, pseudogene 5"
Olfr1416,NA,NA,NA
Hes6,55927,ENSMUSG00000067071,hairy and enhancer of split 6
Asb18,208372,ENSMUSG00000067081,ankyrin repeat and SOCS box-containing 18
Gm7027,630138,ENSMUSG00000067121,ribosomal protein L6 pseudogene
Slc22a7,108114,ENSMUSG00000067144,"solute carrier family 22 (organic anion transporter), member 7"
Rpl7a-ps11,641660,ENSMUSG00000067147,"ribosomal protein L7A, pseudogene 11"
Polr1c,20016,ENSMUSG00000067148,polymerase (RNA) I polypeptide C
Jchain,16069,ENSMUSG00000067149,immunoglobulin joining chain
Xpo5,72322,ENSMUSG00000067150,exportin 5
Gm7337,654494,ENSMUSG00000121715,DAZ interacting protein 1 pseudogene
Col4a4,12829,ENSMUSG00000067158,"collagen, type IV, alpha 4"
Eif1ax,66235,ENSMUSG00000067194,"eukaryotic translation initiation factor 1A, X-linked"
Frat1,14296,ENSMUSG00000067199,frequently rearranged in advanced T cell lymphomas
H2-K2,630499,ENSMUSG00000121503,"histocompatibility 2, K region locus 2"
Lrrc66,231296,ENSMUSG00000067206,leucine rich repeat containing 66
H2-T23,15040,ENSMUSG00000067212,"histocompatibility 2, T region locus 23"
Usp51,635253,ENSMUSG00000067215,ubiquitin specific protease 51
Nipal1,70701,ENSMUSG00000067219,NIPA-like domain containing 1
Gm3695,100042148,ENSMUSG00000067224,glyceraldehyde-3-phosphate dehydrogenase pseudogene
Cyp2c65,72303,ENSMUSG00000067231,"cytochrome P450, family 2, subfamily c, polypeptide 65"
H2-Q10,15007,ENSMUSG00000067235,"histocompatibility 2, Q region locus 10"
Lgi1,56839,ENSMUSG00000067242,"leucine-rich repeat LGI family, member 1"
Foxd3,15221,ENSMUSG00000067261,forkhead box D3
Rplp0,11837,ENSMUSG00000067274,ribosomal protein lateral stalk subunit P0
Capn6,12338,ENSMUSG00000067276,calpain 6
Ppp1r3c,53412,ENSMUSG00000067279,"protein phosphatase 1, regulatory subunit 3C"
Gm16223,433882,ENSMUSG00000067285,predicted gene 16223
Rps28,54127,ENSMUSG00000067288,ribosomal protein S28
Ifit1bl2,112419,ENSMUSG00000067297,interferon induced protein with tetratricopeptide repeats 1B like 2
Crygd,12967,ENSMUSG00000067299,"crystallin, gamma D"
Bmpr2,12168,ENSMUSG00000067336,bone morphogenetic protein receptor type 2
Tuba3b,22147,ENSMUSG00000067338,"tubulin, alpha 3B"
H2-Eb2,381091,ENSMUSG00000067341,"histocompatibility 2, class II antigen E beta2"
Rps15a-ps2,434460,ENSMUSG00000067351,"ribosomal protein S15A, pseudogene 2"
Gm14149,100038513,ENSMUSG00000067352,predicted gene 14149
Pramel3,NA,NA,NA
Tmem128,66309,ENSMUSG00000067365,transmembrane protein 128
Lyar,17089,ENSMUSG00000067367,Ly1 antibody reactive clone
Trmt2b,215201,ENSMUSG00000067369,TRM2 tRNA methyltransferase 2B
B3galt4,54218,ENSMUSG00000067370,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
Tspan6,56496,ENSMUSG00000067377,tetraspanin 6
Trim43c,666731,ENSMUSG00000067399,tripartite motif-containing 43C
Zfp563,240068,ENSMUSG00000067424,zinc finger protein 563
Zfp763,73451,ENSMUSG00000067430,zinc finger protein 763
Hmx1,15371,ENSMUSG00000067438,H6 homeobox 1
H4c11,319159,ENSMUSG00000067455,H4 clustered histone 11
Olfr1423,NA,NA,NA
Olfr1419,NA,NA,NA
Gm7666,665511,ENSMUSG00000067547,prohibitin pseudogene
Hdac8,70315,ENSMUSG00000067567,histone deacetylase 8
A430093F15Rik,403202,ENSMUSG00000067577,RIKEN cDNA A430093F15 gene
Cbln4,228942,ENSMUSG00000067578,cerebellin 4 precursor protein
S1pr3,13610,ENSMUSG00000067586,sphingosine-1-phosphate receptor 3
Krt77,406220,ENSMUSG00000067594,keratin 77
Krt74,406222,ENSMUSG00000121860,keratin 74
