Category,ID,Term,Genes,adj_pval
BP,GO:0030224,Monocyte Differentiation,VEGFA,0.0347943767530761
BP,GO:1905664,Regulation Of Calcium Ion Import Across Plasma Membrane,FYN,0.0347943767530761
BP,GO:0045860,Positive Regulation Of Protein Kinase Activity,"CDKN1A, VEGFA",0.0347943767530761
BP,GO:0016311,Dephosphorylation,"PTPRT, PTPRD",0.0355629225318503
BP,GO:0001933,Negative Regulation Of Protein Phosphorylation,"CDKN1A, AKT1",0.0360113847863248
BP,GO:0007411,Axon Guidance,"FYN, VEGFA",0.0360113847863248
BP,GO:1903649,Regulation Of Cytoplasmic Transport,MAPK1,0.0360113847863248
BP,GO:1901731,Positive Regulation Of Platelet Aggregation,IL6ST,0.0360113847863248
BP,GO:1903427,Negative Regulation Of Reactive Oxygen Species Biosynthetic Process,FYN,0.0360113847863248
BP,GO:1903037,Regulation Of Leukocyte Cell-Cell Adhesion,AKT1,0.0360113847863248
BP,GO:0010464,Regulation Of Mesenchymal Cell Proliferation,STAT1,0.0360113847863248
BP,GO:0043116,Negative Regulation Of Vascular Permeability,VEGFA,0.0360113847863248
BP,GO:0043117,Positive Regulation Of Vascular Permeability,VEGFA,0.0360113847863248
BP,GO:1900274,Regulation Of Phospholipase C Activity,FGFR1,0.0360113847863248
BP,GO:0099172,Presynapse Organization,PTPRD,0.0360113847863248
BP,GO:0070302,Regulation Of Stress-Activated Protein Kinase Signaling Cascade,MAPK1,0.0360113847863248
BP,GO:0090190,Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis,VEGFA,0.0360113847863248
BP,GO:0060429,Epithelium Development,"STAT1, VEGFA",0.036650435825953
BP,GO:0071363,Cellular Response To Growth Factor Stimulus,"AKT1, VEGFA",0.0369547296601354
BP,GO:0099560,Synaptic Membrane Adhesion,PTPRD,0.0369993009128821
BP,GO:0001754,Eye Photoreceptor Cell Differentiation,VEGFA,0.0369993009128821
BP,GO:0010745,Negative Regulation Of Macrophage Derived Foam Cell Differentiation,NFKBIA,0.0369993009128821
BP,GO:0071676,Negative Regulation Of Mononuclear Cell Migration,AKT1,0.0369993009128821
BP,GO:2000401,Regulation Of Lymphocyte Migration,AKT1,0.0369993009128821
BP,GO:0019896,Axonal Transport Of Mitochondrion,HIF1A,0.0369993009128821
BP,GO:1905564,Positive Regulation Of Vascular Endothelial Cell Proliferation,FGFR1,0.0369993009128821
BP,GO:0043954,Cellular Component Maintenance,FYN,0.0369993009128821
BP,GO:0043618,Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress,HIF1A,0.0369993009128821
BP,GO:0002827,Positive Regulation Of T-helper 1 Type Immune Response,IL1R1,0.0369993009128821
BP,GO:0070741,Response To Interleukin-6,PTPRT,0.0369993009128821
BP,GO:0010039,Response To Iron Ion,HIF1A,0.0369993009128821
BP,GO:0010770,Positive Regulation Of Cell Morphogenesis Involved In Differentiation,PTPRD,0.0369993009128821
BP,GO:0031065,Positive Regulation Of Histone Deacetylation,VEGFA,0.0380146350969897
BP,GO:0042462,Eye Photoreceptor Cell Development,VEGFA,0.0380146350969897
BP,GO:0010759,Positive Regulation Of Macrophage Chemotaxis,MAPK1,0.0380146350969897
BP,GO:0031998,Regulation Of Fatty Acid Beta-Oxidation,AKT1,0.0380146350969897
BP,GO:0002685,Regulation Of Leukocyte Migration,VEGFA,0.0380146350969897
BP,GO:0070102,Interleukin-6-Mediated Signaling Pathway,IL6ST,0.0380146350969897
BP,GO:0007589,Body Fluid Secretion,VEGFA,0.0380146350969897
BP,GO:0001569,Branching Involved In Blood Vessel Morphogenesis,VEGFA,0.0380146350969897
